0,Polarity,Subjectivity,
https|||abcnews.go.com|US|california-wildfires-president-trump-heads-state-tour-damage|story|id|59240106.html,0.03099302639716174,0.4505336392930379,
https|||afsp.org|nations-largest-suicide-prevention-organization-thanks-president-donald-j-trump-for-signing-the-national-suicide-hotline-improvement-act-of-2018-h-r-2345|.html,0.14025974025974025,0.41828202661536007,
https|||ag.ny.gov|press-release|attorney-general-underwood-announces-lawsuit-against-donald-j-trump-foundation-and-its.html,0.045934230699855666,0.3466367544492544,
https|||china.usembassy-china.org.cn|inauguration-president-donald-j-trump|.html,0.10810463121783881,0.34563015600751446,
https|||dailycaller.com|2018|11|18|donald-trump-adam-schiff-nickname|.html,0.045704493918779635,0.3908706108706107,
https|||deadline.com|2018|11|president-donald-trump-tweetstorm-the-sunday-edition-13-1202504422|.html,0.10300116550116549,0.45823620823620814,
https|||en.wikipedia.org|wiki|Donald_Trump.html,0.10468296303706302,0.39407352087574354,
https|||en.wikipedia.org|wiki|Melania_Trump.html,0.13694356418212614,0.35777714115949455,
https|||en.wikipedia.org|wiki|Presidency_of_Donald_Trump.html,0.06997137191968772,0.3720244505784604,
https|||mashable.com|category|donald-trump|.html,0.04885510323010326,0.3823948967698968,
https|||medium.com|s|story|the-faith-in-donald-j-trump-23878e5b8e66.html,0.14253930934965417,0.45958528221459244,
https|||millercenter.org|president|trump.html,0.07031396438612937,0.24872696032489852,
https|||pm.gc.ca|eng|news|2017|02|13|joint-statement-president-donald-j-trump-and-prime-minister-justin-trudeau.html,0.16830086580086578,0.3953030303030303,
https|||projects.fivethirtyeight.com|trump-approval-ratings|.html,0.2797214569941842,0.5452555861646772,
https|||qz.com|1162244|donald-j-trump-presidential-library-and-museum-what-will-it-look-like|.html,0.14236363636363644,0.4358852334106573,
https|||talkingpointsmemo.com|news|standing-in-scorched-ca-town-trump-credits-finlands-raking-and-cleaning-policy.html,0.017162223741171115,0.4198877876509456,
https|||thehill.com|opinion|civil-rights|368696-president-donald-j-trump-and-racial-america.html,0.08226118326118328,0.35567243867243853,
https|||twitter.com|realDonaldTrump|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Eauthor.html,0.3095660552897397,0.4930900736690209,
https|||twitter.com|realDonaldTrump|status|1064216956679716864|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.1991646607702643,0.4871344603672188,
https|||twitter.com|realDonaldTrump|status|1064227483187318784|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.2267104272539056,0.5047077922077917,
https|||twitter.com|realDonaldTrump|status|1064245710747590657|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.26839795379039577,0.5178087631575999,
https|||twitter.com|realDonaldTrump|status|1064246787161145346|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.28093599948438674,0.5309061458255001,
https|||twitter.com|realDonaldTrump|status|1064526362994778113|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.24141754471943166,0.5195836396308091,
https|||uk.usembassy.gov|our-relationship|policy-history|policy|president-donald-j-trump|.html,0.08956395236810664,0.3261441031767439,
https|||www.aamc.org|download|475986|data|communitylettertopresidenttrumpregardingexecutiveorderonvisasan.pdf.html,0.0,0.0,
https|||www.abmc.gov|news-events|news|president-donald-j-trump-visits-suresnes-american-cemetery-100th-anniversary.html,0.10000000000000002,0.3095238095238096,
https|||www.af.mil|News|Article-Display|Article|1667674|president-trump-visits-luke-afb|.html,-0.02386363636363637,0.4334632034632035,
https|||www.amazon.com|Donald-J-Trump-President-Other|dp|1621577872.html,0.1719416022402315,0.4786774967127451,
https|||www.amazon.com|Donald-Trump-Presidential-Twitter-Library|dp|1984801880.html,0.19248740245953605,0.4627255264197941,
https|||www.archives.gov|federal-register|executive-orders|trump.html,0.08082706766917294,0.3793233082706766,
https|||www.azcentral.com|story|news|nation|2018|11|18|president-donald-trump-visits-camp-fire-wildfire-destruction-draws-support-criticism|2046272002|.html,0.04328042042412587,0.36943645823693366,
https|||www.baltimoresun.com|news|maryland|politics|bs-md-marlyand-emoluments-20180328-story.html.html,0.04484577922077922,0.310007639419404,
https|||www.bbc.com|news|world-europe-46212727.html,0.08948723690103,0.32840162710852355,
https|||www.breitbart.com|the-media|2018|11|18|politico-accuses-trump-of-cyberbullying-little-adam-schitt|.html,0.039721433080808104,0.4365631764069266,
https|||www.britannica.com|biography|Donald-Trump.html,0.034739729032658366,0.36446037688461946,
https|||www.brookings.edu|research|presidential-obstruction-of-justice-the-case-of-donald-j-trump-2nd-edition|.html,0.05903480710466004,0.39452688855262386,
https|||www.businessinsider.com|donald-trump-oldest-president-us-history-2016-11.html,0.12392342543077838,0.5421694890077241,
https|||www.c-span.org|person||donaldtrump.html,0.08012820512820512,0.28397435897435896,
https|||www.cnbc.com|donald-trump|.html,0.0313526751026751,0.35739885114885106,
https|||www.cnn.com|2018|11|19|politics|trump-combative-weekend-rocky-road|index.html.html,0.053375945825184436,0.4034217812644209,
https|||www.cnn.com|specials|politics|president-donald-trump-45.html,0.05068304801259345,0.3303671044864228,
https|||www.dhs.gov|blog|2018|02|15|department-homeland-security-statement-president-donald-j-trump-signing-blue.html,0.05894059644059643,0.23304673721340383,
https|||www.doi.gov|pressreleases|president-donald-j-trump-signs-executive-order-break-nations-dependence-foreign.html,0.08200757575757577,0.2961016414141414,
https|||www.dol.gov|newsroom|releases|osec|osec20180619.html,0.09444815805109927,0.3487090795914323,
https|||www.donaldjtrump.com|.html,0.33897058823529413,0.4607843137254902,
https|||www.donaldjtrump.com|media|.html,0.19749477217697559,0.44821703720008804,
https|||www.facebook.com|POTUS|.html,0.1414004914004914,0.2643222768222769,
https|||www.fema.gov|news-release|2018|11|13|president-donald-j-trump-approves-major-disaster-declaration-california.html,0.07631458966565349,0.24722897669706181,
https|||www.flickr.com|photos|whitehouse|45604635512.html,0.061111111111111116,0.1574074074074074,
https|||www.forbes.com|profile|donald-trump|.html,0.10561351217088918,0.3095131644311973,
https|||www.fox10tv.com|news|president-donald-j-trump-approves-florida-emergency-declaration|article_6446478e-cbf6-11e8-8198-13902dc8fabe.html.html,0.10443722943722943,0.43386172650878535,
https|||www.geni.com|people|Donald-J-Trump-45th-President-of-the-USA|6000000007106626344.html,0.09684922741492093,0.34202610042026077,
https|||www.hhs.gov|about|news|2018|01|26|hhs-marks-2017-accomplishments-under-president-donald-j-trump.html.html,0.10339646464646463,0.33919191919191927,
https|||www.history.com|topics|us-presidents|donald-trump.html,0.13319091272872788,0.33059869402306374,
https|||www.imdb.com|name|nm0874339|.html,0.10797194081851053,0.3403381149621763,
https|||www.instagram.com|realdonaldtrump||hl|en.html,0.16666666666666666,0.2333333333333333,
https|||www.investopedia.com|updates|donald-trump-rich|.html,0.14849832743014552,0.3781562074289346,
https|||www.kolotv.com|content|news|President-Trump-to-visit-California-fire-scene-as-death-toll-rises-500752381.html.html,-0.0015720155550664101,0.30469082471201125,
https|||www.ksn.com|news|national-world|trump-calls-congressman-adam-schiff-little-adam-schitt-in-tweet|1605795985.html,0.19261255411255412,0.31920057720057715,
https|||www.mbda.gov|news|blog|2017|11|president-donald-j-trump-recognizes-minority-owned-businesses.html,0.14559228650137737,0.321797520661157,
https|||www.nbcnews.com|politics|white-house|mike-pence-laughs-reports-trump-questioned-his-loyalty-n937551.html,0.1976452840089204,0.3725501770956316,
https|||www.politico.com|news|donald-trump.html,0.10921717171717171,0.31900252525252526,
https|||www.postandcourier.com|photo_galleries|president-donald-j-trump-visits-cayce-s-c|collection_29e6b5f4-78ce-11e8-bb0c-cf44c2078748.html.html,0.10583218864468871,0.40399496336996366,
https|||www.psychologytoday.com|us|basics|president-donald-trump.html,0.017092352092352086,0.3912928391053391,
https|||www.realclearpolitics.com|video|2018|11|14|trump_announces_criminal_justice_reform_redemption_is_at_the_heart_of_the_american_idea.html.html,0.1328021727816809,0.5092832304307718,
https|||www.rollcall.com|news|politics|trump-blasts-little-adam-schitt-questions-whitaker-appointment.html,0.030348308154430605,0.3302507583119828,
https|||www.rt.com|usa|444349-trump-schiff-insult-twitter|.html,0.045926989676989674,0.34781593406593403,
https|||www.scmp.com|news|world|united-states-canada|article|2173770|donald-trump-disputes-report-he-asked-aides-about.html,0.10171742939600086,0.3845256500868745,
https|||www.senate.gov|reference|Legislation|Vetoes|TrumpDJ.htm.html,0.062067099567099576,0.366314935064935,
https|||www.sunherald.com|news|politics-government|article221654475.html.html,0.12076290624798088,0.3925738192156102,
https|||www.theatlantic.com|photo|2017|01|photos-of-the-inauguration-of-president-donald-j-trump|513995|.html,0.16095607978519372,0.29858074415036445,
https|||www.theguardian.com|us-news|donaldtrump.html,0.06570724249295679,0.26749123891981036,
https|||www.usatoday.com|story|news|politics|onpolitics|2017|01|20|donald-trump-44th-45th-president-grover-cleveland|96832494|.html,0.23938775510204088,0.37750566893424026,
https|||www.usda.gov|media|press-releases|2018|07|26|what-they-are-saying-support-president-donald-j-trumps-plan-protect.html,0.08094428247489473,0.41313573048266916,
https|||www.va.gov|opa|pressrel|pressrelease.cfm|id|2895.html,0.109251380803105,0.3627641706952051,
https|||www.vanityfair.com|news|2017|08|donald-trump-agenda-items-and-threat-matrix.html,0.15155288136939513,0.4864575638428849,
https|||www.voanews.com|a|back-from-paris-trump-assails-europe-on-defense-and-trade|4654826.html.html,0.1165058202951904,0.358267716535433,
https|||www.vox.com|2018|11|17|18100208|donald-trump-arlington-veterans-day.html,0.09524621212121213,0.3751609848484847,
https|||www.wapt.com|article|donald-trump-to-visit-mississippi-again-in-support-of-cindy-hyde-smith|25209396.html,0.04042699724517906,0.28932178932178937,
https|||www.washingtonpost.com|news|book-party|wp|2017|04|13|the-case-for-impeaching-president-donald-j-trump-too-soon|.html,0.12733190610239786,0.4155404158682847,
https|||www.weforum.org|events|world-economic-forum-annual-meeting-2018|sessions|special-address-by-donald-j-trump-president-of-the-united-states-of-america.html,0.10389831257178198,0.26025554377595195,
https|||www.whitehouse.gov|get-involved|write-or-call|.html,0.08795269770879527,0.35220673635307786,
https|||www.whitehouse.gov|people|donald-j-trump|.html,0.14600257898130242,0.2971792392005158,
https|||www.whitehousegiftshop.com|45th-President-of-the-United-States-Donald-J-Trump-Gifts-s|2419.htm.html,0.05768329659433953,0.18751016195801534,
https|||www.winonadailynews.com|news|local|donald-trump-is-coming-to-southeastern-minnesota|article_5165ecee-7c15-5555-9fa7-c50dbfbd96d1.html.html,0.06763209603635136,0.34874635411869465,
https|||www.wired.com|2017|01|future-america-according-president-donald-j-trump|.html,0.14294027941755214,0.4418716384625475,
https|||www.wjhl.com|news|president-donald-j-trump-to-visit-chattanooga_20181030030804|1561208771.html,0.10336818181818182,0.33505185185185177,
https|||www.wkyt.com|content|news|Trump-says-report-on-Khashoggi-death-expected-in-a-few-days-500774912.html.html,-0.011573902288188007,0.33941867656153374,
https|||www.wrbl.com|news|local-news|president-donald-j-trump-approves-georgia-emergency-declaration|1516199594.html,0.058415300546448085,0.36025500910746816,
https|||www.wymt.com|content|news|Store-sells-all-things-Preisdent-Donald-J-Trump--and-business-is-yuge-498096781.html.html,0.10028223410576349,0.3384135472370766,
https|||www.yahoo.com|entertainment|president-donald-trump-tweetstorm-sunday-174624084.html.html,0.07198568476977568,0.3937401613537976,
https|||www.youtube.com|DonaldTrump.html,0.12535650623885916,0.26127450980392153,
http|||fortune.com|2018|02|19|donald-trump-oprah-winfrey-history|.html,0.12851479328752055,0.3873747464656555,
http|||time.com|5447972|donald-trump-midterm-elections-results-reaction|.html,0.09457460153482877,0.35384260625737907,
http|||time.com|5458339|trump-bin-laden-navy-seal-fox-news-interview|.html,0.051800264550264534,0.3460601250601252,
http|||www.bennett.edu|news|bennett-college-president-appointed-to-prestigious-hbcu-advisory-board-by-president-donald-j-trump|.html,0.10647104467859186,0.28306685452911867,
http|||www.cc.com|shows|the-daily-show-with-trevor-noah|trump-twitter-library.html,0.022497086247086243,0.43197552447552445,
http|||www.chicoer.com|president-trump-again-blames-forest-management-for-california-fires.html,0.041893690600587154,0.39882542881311356,
http|||www.dailynews.com|trump-uses-derisive-nickname-for-rep-adam-schiff-in-tweet.html,0.20941206383977468,0.4129194700881448,
http|||www.djournal.com|news|president-trump-to-hold-tupelo-rally|article_7956983e-26a6-5c71-af71-def730c3f12a.html.html,0.13790829809725158,0.32981324876673707,
http|||www.espn.com|nba|story|_|id|24280312|president-donald-trump-takes-shot-lebron-james-tweet.html,0.18577178030303038,0.46738215488215484,
http|||www.fox10phoenix.com|news|us-world-news|president-donald-j-trump-will-speak-in-orlando-this-monday.html,-0.035440340909090914,0.4376420454545454,
http|||www.fox46charlotte.com|home|president-donald-j-trump-will-speak-in-orlando-this-monday.html,-0.06411876259333893,0.3708011338943543,
http|||www.instagram.com|realdonaldtrump.html,0.16666666666666666,0.2333333333333333,
http|||www.nytimes.com|topic|person|donald-trump.html,0.029024206110298822,0.33559980122894023,
http|||www.spaceref.com|news|viewsr.html|pid|51900.html,0.0997766417979184,0.2755180989223543,
http|||www.theintelligencer.net|news|top-headlines|2018|09|president-donald-trump-set-to-visit-wheeling-w-va-saturday|.html,0.210934065934066,0.41214285714285703,
http|||www.twitter.com|realdonaldtrump.html,0.30401018160326687,0.48905138006201826,
